date,cto,cloud,tr_product_pillar_team,tr_subpillar_name,tr_product_id,tr_product,application,service_name,managed_service,environment,cost
2024-07-31,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Lambda,NON-PROD,89.7
2024-07-31,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Storage,NON-PROD,131.69
2024-07-31,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Fargate,PROD,336.96
2024-07-31,Engineering,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Blob Storage,PROD,220.41
2024-07-31,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Lambda,NON-PROD,46.65
2024-07-31,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Functions,NON-PROD,146.89
2024-08-01,Infrastructure,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Blob Storage,NON-PROD,54.57
2024-08-01,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Firestore,NON-PROD,92.59
2024-08-01,Engineering,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,NON-PROD,109.42
2024-08-01,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Fargate,PROD,181.65
2024-08-01,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,BigQuery,PROD,111.47
2024-08-01,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Synapse,PROD,267.9
2024-08-01,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,S3,PROD,233.76
2024-08-01,Technology,Azure,Content,API,498,Content API,Content Management,API Gateway,SQL Database,PROD,289.52
2024-08-01,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Firestore,NON-PROD,100.43
2024-08-01,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,Lambda,NON-PROD,45.96
2024-08-01,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Firestore,NON-PROD,62.8
2024-08-01,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Storage,NON-PROD,70.29
2024-08-01,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,PROD,223.34
2024-08-01,Engineering,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Run,PROD,89.04
2024-08-01,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Functions,PROD,119.96
2024-08-01,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,BigQuery,NON-PROD,103.33
2024-08-01,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,S3,PROD,204.96
2024-08-01,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,EC2,NON-PROD,89.57
2024-08-02,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Functions,NON-PROD,84.15
2024-08-02,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,231.3
2024-08-02,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Functions,NON-PROD,95.33
2024-08-02,Infrastructure,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Run,PROD,192.89
2024-08-02,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,DynamoDB,NON-PROD,118.42
2024-08-02,Infrastructure,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,EC2,PROD,115.74
2024-08-02,Technology,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,BigQuery,PROD,130.77
2024-08-02,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,CosmosDB,NON-PROD,57.18
2024-08-02,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Compute Engine,PROD,86.99
2024-08-02,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Run,PROD,268.37
2024-08-02,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Virtual Machines,PROD,90.88
2024-08-02,Technology,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Synapse,PROD,171.39
2024-08-02,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Redshift,NON-PROD,61.49
2024-08-02,Infrastructure,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,CosmosDB,PROD,314.74
2024-08-02,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Virtual Machines,NON-PROD,109.56
2024-08-03,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Lambda,NON-PROD,30.95
2024-08-03,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,S3,PROD,116.46
2024-08-03,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,BigQuery,PROD,124.62
2024-08-03,Technology,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,DynamoDB,NON-PROD,34.65
2024-08-03,Infrastructure,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Blob Storage,NON-PROD,57.55
2024-08-03,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,DynamoDB,PROD,124.08
2024-08-03,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,NON-PROD,68.86
2024-08-03,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Synapse,NON-PROD,37.28
2024-08-03,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,DynamoDB,PROD,129.39
2024-08-03,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Functions,NON-PROD,21.63
2024-08-03,Engineering,Azure,Content,API,498,Content API,Content Management,API Gateway,Functions,PROD,90.85
2024-08-03,Technology,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,DynamoDB,NON-PROD,64.81
2024-08-03,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,Redshift,PROD,189.48
2024-08-03,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,S3,NON-PROD,73.33
2024-08-03,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Firestore,NON-PROD,30.05
2024-08-03,Engineering,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Fargate,PROD,76.2
2024-08-03,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Synapse,PROD,103.24
2024-08-03,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Fargate,PROD,88.14
2024-08-03,Engineering,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Storage,PROD,165.57
2024-08-03,Technology,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,BigQuery,NON-PROD,47.11
2024-08-03,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Synapse,PROD,98.62
2024-08-03,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,NON-PROD,26.72
2024-08-03,Technology,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Compute Engine,NON-PROD,51.5
2024-08-03,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Blob Storage,NON-PROD,23.61
2024-08-04,Engineering,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Lambda,NON-PROD,75.45
2024-08-04,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Lambda,NON-PROD,57.52
2024-08-04,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Firestore,NON-PROD,47.68
2024-08-04,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Storage,PROD,84.88
2024-08-04,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Compute Engine,NON-PROD,54.34
2024-08-04,Infrastructure,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,EC2,NON-PROD,62.08
2024-08-04,Engineering,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Compute Engine,NON-PROD,69.17
2024-08-04,Engineering,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,NON-PROD,19.63
2024-08-04,Infrastructure,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,EC2,PROD,82.1
2024-08-04,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,PROD,161.97
2024-08-04,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,63.07
2024-08-04,Infrastructure,GCP,Content,API,498,Content API,Content Management,API Gateway,Firestore,PROD,142.72
2024-08-04,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Virtual Machines,PROD,182.48
2024-08-04,Technology,Azure,Content,API,498,Content API,Content Management,API Gateway,SQL Database,NON-PROD,46.4
2024-08-04,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,DynamoDB,PROD,105.25
2024-08-04,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,EC2,NON-PROD,33.16
2024-08-04,Engineering,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,RDS,PROD,99.92
2024-08-04,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Synapse,PROD,63.73
2024-08-04,Engineering,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,EC2,NON-PROD,36.68
2024-08-04,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Firestore,NON-PROD,47.76
2024-08-04,Technology,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Functions,NON-PROD,63.07
2024-08-04,Engineering,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Fargate,PROD,161.39
2024-08-04,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Lambda,NON-PROD,41.86
2024-08-04,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Virtual Machines,NON-PROD,26.57
2024-08-04,Engineering,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Virtual Machines,PROD,81.98
2024-08-04,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,S3,NON-PROD,28.97
2024-08-04,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Lambda,NON-PROD,34.63
2024-08-04,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Run,PROD,132.7
2024-08-04,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,BigQuery,NON-PROD,33.44
2024-08-05,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,S3,PROD,119.09
2024-08-05,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Cloud Functions,PROD,115.92
2024-08-05,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Functions,NON-PROD,50.1
2024-08-05,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,DynamoDB,PROD,308.13
2024-08-05,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,DynamoDB,PROD,98.19
2024-08-05,Engineering,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Run,PROD,234.17
2024-08-05,Engineering,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,S3,PROD,228.78
2024-08-05,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,119.03
2024-08-05,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Blob Storage,NON-PROD,120.77
2024-08-05,Technology,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,S3,PROD,266.63
2024-08-05,Engineering,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Cloud Functions,PROD,268.37
2024-08-05,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Functions,PROD,229.1
2024-08-05,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,113.49
2024-08-05,Engineering,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Functions,NON-PROD,49.29
2024-08-05,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,DynamoDB,NON-PROD,85.43
2024-08-05,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Compute Engine,NON-PROD,94.82
2024-08-05,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,EC2,PROD,252.16
2024-08-05,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Firestore,PROD,203.7
2024-08-05,Engineering,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Virtual Machines,PROD,275.46
2024-08-05,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Functions,NON-PROD,99.62
2024-08-05,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Synapse,PROD,131.14
2024-08-05,Engineering,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Run,NON-PROD,33.52
2024-08-05,Engineering,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,SQL Database,NON-PROD,112.32
2024-08-05,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Fargate,PROD,268.72
2024-08-05,Engineering,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,Synapse,NON-PROD,109.36
2024-08-06,Infrastructure,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Firestore,PROD,147.84
2024-08-06,Engineering,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Fargate,NON-PROD,117.05
2024-08-06,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Blob Storage,NON-PROD,79.8
2024-08-06,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,EC2,PROD,297.88
2024-08-06,Technology,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Redshift,PROD,197.5
2024-08-06,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Run,PROD,107.29
2024-08-06,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Synapse,PROD,240.47
2024-08-06,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Storage,PROD,273.12
2024-08-06,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,PROD,144.17
2024-08-06,Infrastructure,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Fargate,NON-PROD,40.28
2024-08-06,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,SQL Database,NON-PROD,73.89
2024-08-06,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,PROD,171.66
2024-08-06,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Cloud Storage,NON-PROD,67.54
2024-08-06,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,SQL Database,PROD,313.89
2024-08-06,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Compute Engine,NON-PROD,106.0
2024-08-06,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Run,NON-PROD,121.37
2024-08-06,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Cloud Functions,NON-PROD,100.12
2024-08-06,Infrastructure,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Functions,NON-PROD,115.29
2024-08-06,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,PROD,304.59
2024-08-06,Engineering,GCP,Data,Storage,967,Customer Database,CRM,Customer Store,Cloud Functions,PROD,257.15
2024-08-06,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Firestore,PROD,128.51
2024-08-06,Engineering,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Redshift,NON-PROD,68.4
2024-08-06,Engineering,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,SQL Database,NON-PROD,107.82
2024-08-06,Engineering,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Functions,PROD,195.69
2024-08-06,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,CosmosDB,NON-PROD,37.31
2024-08-07,Engineering,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,SQL Database,PROD,258.21
2024-08-07,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,EC2,PROD,170.84
2024-08-07,Infrastructure,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,DynamoDB,NON-PROD,117.36
2024-08-07,Engineering,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,CosmosDB,NON-PROD,58.33
2024-08-07,Infrastructure,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Synapse,PROD,167.54
2024-08-07,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Functions,NON-PROD,52.8
2024-08-07,Infrastructure,Azure,Content,API,498,Content API,Content Management,API Gateway,Virtual Machines,NON-PROD,50.55
2024-08-07,Infrastructure,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Firestore,PROD,185.53
2024-08-07,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Functions,PROD,151.81
2024-08-07,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Run,NON-PROD,75.64
2024-08-07,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Run,PROD,163.1
2024-08-07,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Redshift,PROD,159.3
2024-08-07,Technology,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Compute Engine,NON-PROD,119.65
2024-08-07,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,CosmosDB,NON-PROD,123.01
2024-08-07,Infrastructure,GCP,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Compute Engine,NON-PROD,63.08
2024-08-07,Infrastructure,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,PROD,141.02
2024-08-07,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Functions,PROD,134.46
2024-08-07,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Synapse,NON-PROD,111.71
2024-08-07,Infrastructure,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,EC2,PROD,162.1
2024-08-07,Infrastructure,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Cloud Storage,PROD,194.26
2024-08-07,Engineering,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,Fargate,NON-PROD,42.61
2024-08-07,Technology,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Firestore,NON-PROD,90.04
2024-08-07,Engineering,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,SQL Database,NON-PROD,57.62
2024-08-07,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,EC2,NON-PROD,46.64
2024-08-07,Technology,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Cloud Run,NON-PROD,64.93
2024-08-08,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Functions,NON-PROD,55.05
2024-08-08,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Storage,PROD,130.42
2024-08-08,Engineering,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Virtual Machines,PROD,153.62
2024-08-08,Technology,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,RDS,NON-PROD,125.3
2024-08-08,Technology,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,Virtual Machines,PROD,280.61
2024-08-08,Engineering,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Redshift,NON-PROD,40.12
2024-08-08,Infrastructure,Azure,Platform,Identity,135,Identity Service,Auth System,User Auth,SQL Database,NON-PROD,81.33
2024-08-08,Infrastructure,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Compute Engine,PROD,201.48
2024-08-08,Infrastructure,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,SQL Database,PROD,244.2
2024-08-08,Engineering,AWS,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Fargate,PROD,256.23
2024-08-08,Technology,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Compute Engine,NON-PROD,34.78
2024-08-08,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,Lambda,PROD,265.32
2024-08-08,Infrastructure,GCP,Content,API,498,Content API,Content Management,API Gateway,Firestore,PROD,202.87
2024-08-08,Technology,AWS,Content,API,498,Content API,Content Management,API Gateway,Redshift,NON-PROD,124.81
2024-08-08,Engineering,AWS,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,RDS,PROD,174.92
2024-08-08,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Run,NON-PROD,75.77
2024-08-08,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,EC2,PROD,279.01
2024-08-08,Infrastructure,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,Virtual Machines,NON-PROD,123.39
2024-08-08,Infrastructure,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Fargate,PROD,152.55
2024-08-08,Technology,AWS,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,EC2,NON-PROD,96.22
2024-08-08,Engineering,GCP,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Cloud Functions,NON-PROD,43.61
2024-08-08,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,DynamoDB,PROD,99.4
2024-08-08,Technology,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,PROD,273.36
2024-08-08,Technology,AWS,Security,Core,1204,Security Service,Security Platform,Threat Detection,DynamoDB,PROD,90.86
2024-08-08,Engineering,GCP,Security,Core,1204,Security Service,Security Platform,Threat Detection,Cloud Functions,NON-PROD,102.97
2024-08-08,Infrastructure,GCP,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Firestore,PROD,278.34
2024-08-08,Infrastructure,AWS,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Redshift,NON-PROD,48.6
2024-08-08,Engineering,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,CosmosDB,NON-PROD,62.33
2024-08-09,Infrastructure,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,DynamoDB,PROD,219.84
2024-08-09,Technology,GCP,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Firestore,PROD,309.38
2024-08-09,Technology,AWS,Platform,Core,12,Commerce Platform,E-commerce,Web Store,EC2,NON-PROD,48.53
2024-08-09,Infrastructure,Azure,Platform,Core,12,Commerce Platform,E-commerce,Web Store,Blob Storage,NON-PROD,96.87
2024-08-09,Engineering,AWS,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Fargate,NON-PROD,90.85
2024-08-09,Technology,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Firestore,NON-PROD,82.5
2024-08-09,Infrastructure,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,Fargate,PROD,153.59
2024-08-09,Technology,Azure,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,Functions,PROD,304.56
2024-08-09,Engineering,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,BigQuery,NON-PROD,40.73
2024-08-09,Infrastructure,AWS,Content,API,498,Content API,Content Management,API Gateway,EC2,PROD,252.11
2024-08-09,Technology,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Functions,PROD,237.49
2024-08-09,Infrastructure,GCP,Platform,Search,634,Search Engine,Search Service,Query Engine,Cloud Storage,PROD,220.09
2024-08-09,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,S3,NON-PROD,75.19
2024-08-09,Technology,AWS,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,EC2,NON-PROD,66.11
2024-08-09,Technology,Azure,Marketing,Analytics,891,Marketing Analytics,Marketing Platform,Campaign Analytics,Functions,NON-PROD,67.44
2024-08-09,Infrastructure,Azure,Data,Storage,967,Customer Database,CRM,Customer Store,Blob Storage,PROD,171.86
2024-08-09,Engineering,AWS,Data,Storage,967,Customer Database,CRM,Customer Store,Fargate,NON-PROD,43.3
2024-08-09,Infrastructure,Azure,Security,Core,1204,Security Service,Security Platform,Threat Detection,SQL Database,PROD,229.47
2024-08-09,Technology,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Functions,PROD,123.1
2024-08-09,Infrastructure,Azure,Platform,Messaging,3544,Notification Service,Notifications,Push Service,Virtual Machines,NON-PROD,121.49
2024-08-10,Infrastructure,GCP,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,Cloud Run,PROD,73.33
2024-08-10,Infrastructure,Azure,Platform,Core,32,Item Checkout,E-commerce,Checkout Service,SQL Database,NON-PROD,27.47
2024-08-10,Technology,AWS,Platform,Identity,135,Identity Service,Auth System,User Auth,Fargate,PROD,116.3
2024-08-10,Technology,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Run,PROD,170.36
2024-08-10,Infrastructure,GCP,Platform,Identity,135,Identity Service,Auth System,User Auth,Cloud Functions,NON-PROD,29.37
2024-08-10,Technology,AWS,Data,Analytics,246,Data Analytics,Business Intel,Reports,S3,PROD,60.17
2024-08-10,Technology,GCP,Data,Analytics,246,Data Analytics,Business Intel,Reports,Cloud Run,PROD,87.17
2024-08-10,Technology,Azure,Data,Analytics,246,Data Analytics,Business Intel,Reports,Virtual Machines,NON-PROD,51.22
2024-08-10,Infrastructure,GCP,Financial,Payments,347,Payment Gateway,Payments,Transaction Processing,BigQuery,PROD,63.52
2024-08-10,Engineering,AWS,Content,API,498,Content API,Content Management,API Gateway,RDS,NON-PROD,47.37
2024-08-10,Technology,GCP,Content,API,498,Content API,Content Management,API Gateway,Compute Engine,NON-PROD,44.12
2024-08-10,Engineering,GCP,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Cloud Functions,NON-PROD,31.12
2024-08-10,Infrastructure,Azure,Mobile,Apps,512,Mobile App,Mobile Client,iOS App,Synapse,NON-PROD,56.1
2024-08-10,Technology,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,DynamoDB,PROD,89.36
2024-08-10,Infrastructure,AWS,Platform,Search,634,Search Engine,Search Service,Query Engine,Redshift,NON-PROD,36.08
2024-08-10,Engineering,Azure,Platform,Search,634,Search Engine,Search Service,Query Engine,SQL Database,NON-PROD,48.18
2024-08-10,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Virtual Machines,PROD,127.27
2024-08-10,Engineering,Azure,AI,Recommendations,789,Recommendation Engine,ML Services,Product Recommendations,Blob Storage,NON-PROD,34.37
